3QXFBUZ4ZMUY2KP9F1Q9K479ZVAUGW-1,cheap,cheap,ADJ,JJR,_,The meaning of cheap is relatively low in price or charging low prices.,Donna needed dentures or implants for her bad teeth. She chose the _ because they are cheaper.,implants,dentures,1
3QXFBUZ4ZMUY2KP9F1Q9K479ZVAUGW-2,permanent,permanent,ADJ,JJ,_,The meaning of permanent is continuing or enduring without marked change in status or condition or place.,Donna needed dentures or implants for her bad teeth. She chose the _ because they are permanent.,implants,dentures,0
3R15W654VF7MWJWT9J3KNVFSTS3QL9-1,leaky,leaky,ADJ,JJ,_,The meaning of leaky is permitting the unwanted passage of fluids or gases.,The gas was not smelling out of the tank but out of the hose because the _ is leaky.,hose,tank,0
3R15W654VF7MWJWT9J3KNVFSTS3QL9-2,seal,seal,VERB,VBN,_,The verb to seal means to make tight; secure against leakage.,The gas was not smelling out of the tank but out of the hose because the _ is sealed.,hose,tank,1
3R4QIDVOJRQJTAWWJ6LGGJ0U1XKEEE-1,bad,bad,ADJ,JJ,_,The meaning of bad is having undesirable or negative qualities.,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had bad breath.",Jeffrey,Craig,0
3R4QIDVOJRQJTAWWJ6LGGJ0U1XKEEE-2,fresh,fresh,ADJ,JJ,_,The meaning of fresh is free from impurities.,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had fresh breath.",Jeffrey,Craig,1
3R5OYNIC2ENPFK3JIFQM9HZZHAGPTY-1,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,Joe drank his milk and tried to dunk his cookie in the glass but the _ was too big.,glass,cookie,1
3R5OYNIC2ENPFK3JIFQM9HZZHAGPTY-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,Joe drank his milk and tried to dunk his cookie in the glass but the _ was too small.,glass,cookie,0
3RBI0I35XGHEPHXQUNGE4VOCQ9K3YM-1,ab,ab,NOUN,NNS,_,The word ab refers to the muscles of the abdomen.,Carla start doing sit-ups and pushups for her weak spots. The _ are for her abs.,pushups,sit-ups,1
3RBI0I35XGHEPHXQUNGE4VOCQ9K3YM-2,chest,chest,NOUN,NN,_,The word chest refers to the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates.,Carla start doing sit-ups and pushups for her weak spots. The _ are for her chest.,pushups,sit-ups,0
3RWO3EJELJNO60RAGW6C3BG3OFJP1S-1,legally,legally,ADV,RB,_,The word legally means by law; conforming to the law.,"The boot was removed from the car tire and put on the truck tire, since the _ was now legally parked.",car,truck,0
3RWO3EJELJNO60RAGW6C3BG3OFJP1S-2,illegally,illegally,ADV,RB,_,The word illegally means in an illegal manner.,"The boot was removed from the car tire and put on the truck tire, since the _ was now illegally parked.",car,truck,1
3S8APUMBJZXDSLK84Q3WXTF99XUBFS-1,lose,lose,VERB,VBP,_,"The verb to lose means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","The pine trees were still green in December, but the oak trees were not, because the _ lose their leaves in fall.",pine trees,oak trees,1
3S8APUMBJZXDSLK84Q3WXTF99XUBFS-2,keep,keep,VERB,VBP,_,The verb to keep means to retain possession of.,"The pine trees were still green in December, but the oak trees were not, because the _ keep their leaves in fall.",pine trees,oak trees,0
3SZYX62S5IEYOCOTLXE76F2Z0SJ754-1,short,short,ADJ,JJ,_,The meaning of short is primarily temporal sense; indicating or being or seeming to be limited in duration.,"I had to read an entire story for class tomorrow. Luckily, the _ was short.",class,story,1
3SZYX62S5IEYOCOTLXE76F2Z0SJ754-2,cancel,cancel,VERB,VBN,_,The verb to cancel means to postpone indefinitely or annul something that was scheduled.,"I had to read an entire story for class tomorrow. Luckily, the _ was canceled.",class,story,0
3TFJJUELSJ3C1W02UVKKOUR1H4VC2Z-1,sunset,sunset,NOUN,NN,_,The word sunset refers to the time in the evening at which the sun begins to fall below the horizon.,Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunset.,Hunter,Dennis,1
3TFJJUELSJ3C1W02UVKKOUR1H4VC2Z-2,sunrise,sunrise,NOUN,NN,_,The word sunrise refers to the first light of day.,Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunrise.,Hunter,Dennis,0
3U18MJKL1W08QIPVGEI4GIU0TBVNC1-1,bland,bland,ADJ,JJ,_,The meaning of bland is lacking taste or flavor or tang.,The rib-eye steak needed some artisan pepper to season it because the _ was bland.,pepper,steak,1
3U18MJKL1W08QIPVGEI4GIU0TBVNC1-2,flavorful,flavorful,ADJ,JJ,_,The meaning of flavorful is full of flavor.,The rib-eye steak needed some artisan pepper to season it because the _ was flavorful.,pepper,steak,0
3U74KRR67MJAIASZI21UDU6VNGZTNH-1,carrot,carrot,NOUN,NN,_,The word carrot refers to deep orange edible root of the cultivated carrot plant.,The gerbil came over to Laura but not Monica because _ was holding a carrot stick.,Laura,Monica,0
3U74KRR67MJAIASZI21UDU6VNGZTNH-2,hockey,hockey,NOUN,NN,_,The word hockey refers to a game resembling ice hockey that is played on an open field; two opposing teams use curved sticks try to drive a ball into the opponents' net.,The gerbil came over to Laura but not Monica because _ was holding a hockey stick.,Laura,Monica,1
3U74KRR67OZPCZR620DU5SU3GJ9NT3-1,dirty,dirty,ADJ,JJR,_,The meaning of dirty is soiled or likely to soil with dirt or grime.,The filter in the living room needed to be changed more often than the one in the bedroom because the _ was dirtier.,living room,bedroom,0
3U74KRR67OZPCZR620DU5SU3GJ9NT3-2,clean,clean,ADJ,JJR,_,The meaning of clean is free from dirt or impurities; or having clean habits.,The filter in the living room needed to be changed more often than the one in the bedroom because the _ was cleaner.,living room,bedroom,1
3UDTAB6HH8D37OQL3O6F3GXEEP6901-1,like,like,VERB,VBD,_,The verb to like means to prefer or wish to do something.,Megan liked to read a book good more than Samantha because _ liked the peace and quiet.,Samantha,Megan,1
3UDTAB6HH8D37OQL3O6F3GXEEP6901-2,hate,hate,VERB,VBD,_,The verb to hate means to dislike intensely; feel antipathy or aversion towards.,Megan liked to read a book good more than Samantha because _ hated the peace and quiet.,Samantha,Megan,0
3V0TR1NRVA0JH6JKUXVHJGA385SA4H-1,offer,offer,VERB,VBD,_,The verb to offer means to present for acceptance or rejection.,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently offered a position.",Derrick,William,0
3V0TR1NRVA0JH6JKUXVHJGA385SA4H-2,accept,accept,VERB,VBD,_,The verb to accept means to receive willingly something given or offered.,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently accepted a position.",Derrick,William,1
3V0TR1NRVCGYBVIREV7HBEYC2KCA4A-1,itchy,itchy,ADJ,JJ,_,The meaning of itchy is causing an irritating cutaneous sensation; being affect with an itch.,Samantha gifted her new bathrobe to Betty because it felt very itchy for _ when she tried it on.,Samantha,Betty,0
3V0TR1NRVCGYBVIREV7HBEYC2KCA4A-2,comfortable,comfortable,ADJ,JJ,_,The meaning of comfortable is providing or experiencing physical well-being or relief (`comfy' is informal).,Samantha gifted her new bathrobe to Betty because it felt very comfortable for _ when she tried it on.,Samantha,Betty,1
3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-1,slippery,slippery,ADJ,JJ,_,The meaning of slippery is causing or tending to cause things to slip or slide.,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is slippery.",glove,hand,0
3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-2,dry,dry,ADJ,JJ,_,The meaning of dry is free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet.,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is dry.",glove,hand,1
3VGET1QSZ2DS1V3DHY1GWFFDM9FW7A-1,long,long,ADJ,JJ,_,The meaning of long is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is long.,page,list,1
3VGET1QSZ2DS1V3DHY1GWFFDM9FW7A-2,short,short,ADJ,JJ,_,The meaning of short is (primarily spatial sense) having little length or lacking in length.,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is short.,page,list,0
3VMHWJRYHVE5BZO2POJEUSIS314XF1-1,addictive,addictive,ADJ,JJ,_,The meaning of addictive is causing or characterized by addiction.,"Samantha wanted to reduce smoking by relying on a new nicotine patch and therapy video, but the _ was addictive.",patch,video,0
3VMHWJRYHVE5BZO2POJEUSIS314XF1-2,boring,boring,ADJ,JJ,_,The meaning of boring is so lacking in interest as to cause mental weariness.,"Samantha wanted to reduce smoking by relying on a new nicotine patch and therapy video, but the _ was boring.",patch,video,1
3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-1,big,big,ADJ,JJR,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,Joe brought his books to school in a suitcase instead of a backpack because the _ was bigger.,backpack,suitcase,1
3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-2,small,small,ADJ,JJR,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,Joe brought his books to school in a suitcase instead of a backpack because the _ was smaller.,backpack,suitcase,0
3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-1,sell,sell,VERB,VB,_,The verb to sell means to exchange or deliver for money or its equivalent.,"Elena brought the horse to the stables owned by Cynthia, so _ could sell the animal.",Elena,Cynthia,0
3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-2,buy,buy,VERB,VB,_,The verb to buy means to obtain by purchase; acquire by means of a financial transaction.,"Elena brought the horse to the stables owned by Cynthia, so _ could buy the animal.",Elena,Cynthia,1
3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-1,bad,bad,ADJ,JJR,_,The meaning of bad is having undesirable or negative qualities.,Kenneth had worse skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,0
3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-2,well,well,ADJ,JJR,_,The meaning of well is having desirable or positive qualities especially those suitable for a thing specified.,Kenneth had better skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,1
3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-1,patience,patience,NOUN,NN,_,The word patience refers to good-natured tolerance of delay or incompetence.,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the patience needed for the task.",Nick,Craig,1
3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-2,aptitude,aptitude,NOUN,NN,_,The word aptitude refers to inherent ability.,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task.",Nick,Craig,0
3WGZLY9VCJ0XS385A8OWIRMMOIAD86-1,late,late,ADV,RB,_,The word late means being or occurring at an advanced period of time or after a usual or expected time.,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed late the night before.",Carrie,Monica,1
3WGZLY9VCJ0XS385A8OWIRMMOIAD86-2,early,early,ADV,RB,_,The word early means at or near the beginning of a period of time or course of events or before the usual or expected time.,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed early the night before.",Carrie,Monica,0
3X0EMNLXEPNPYN813CE1I1ZBPXVVPD-1,materialistic,materialistic,ADJ,JJ,_,The meaning of materialistic is marked by materialism.,Steven believes they can buy happiness but Craig thinks otherwise as _ is very materialistic.,Craig,Steven,1
3X0EMNLXEPNPYN813CE1I1ZBPXVVPD-2,realistic,realistic,ADJ,JJ,_,The meaning of realistic is aware or expressing awareness of things as they really are.,Steven believes they can buy happiness but Craig thinks otherwise as _ is very realistic.,Craig,Steven,0
3X2LT8FDHWGH7K9P75HMIHNZ7U6W89-1,disgusting,disgusting,ADJ,JJ,_,The meaning of disgusting is highly offensive; arousing aversion or disgust.,The assertive commander told the privates to change their boots but not their shirts because the _ were disgusting.,boots,shirts,0
3X2LT8FDHWGH7K9P75HMIHNZ7U6W89-2,fine,fine,ADJ,JJ,_,The meaning of fine is being satisfactory or in satisfactory condition.,The assertive commander told the privates to change their boots but not their shirts because the _ were fine.,boots,shirts,1
3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-1,sausage,sausage,NOUN,NN,_,The word sausage refers to highly seasoned minced meat stuffed in casings.,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just sausage _ was not very happy.",Tanya,Katrina,0
3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-2,pepperoni,pepperoni,NOUN,NN,_,The word pepperoni refers to a pork and beef sausage (or a thin slice of this sausage).,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just pepperoni _ was not very happy.",Tanya,Katrina,1
3X52SWXE0ZJYDCY98F9RC17RMGVWCJ-1,hate,hate,VERB,VBD,_,The verb to hate means to dislike intensely; feel antipathy or aversion towards.,William was a huge animal rights activist but Randy couldn't care less so _ hated leather.,Randy,William,1
3X52SWXE0ZJYDCY98F9RC17RMGVWCJ-2,love,love,VERB,VBD,_,The verb to love means to have a great affection or liking for.,William was a huge animal rights activist but Randy couldn't care less so _ loved leather.,Randy,William,0
3XABXM4AJ3JRHCCAFUUGIQTL7JNQ8K-1,fast,fast,ADV,RBR,_,The word fast means acting or moving or capable of acting or moving quickly.,The computer of Victoria ran faster than that of Carrie because _ downloaded less files.,Victoria,Carrie,0
3XABXM4AJ3JRHCCAFUUGIQTL7JNQ8K-2,slow,slow,ADJ,JJR,_,The meaning of slow is not moving quickly; taking a comparatively long time.,The computer of Victoria ran slower than that of Carrie because _ downloaded less files.,Victoria,Carrie,1
3XDJY5RK5UZIQ4WPK0O8BFA58CR4UE-1,inside,inside,ADV,RB,_,The word inside means within a building.,There was more dirt on the car than the bike because the _ was kept inside.,bike,car,0
3XDJY5RK5UZIQ4WPK0O8BFA58CR4UE-2,outside,outside,ADV,RB,_,The word outside means outside a building.,There was more dirt on the car than the bike because the _ was kept outside.,bike,car,1
3XDSWAMB22QEZQ3GC8YLSE1W46JQCH-1,expect,expect,VERB,VBD,_,The verb to expect means to regard something as probable or likely.,"Emily delivered the daily newspaper to Samantha promptly, so _ expected a nice Christmas bonus.",Samantha,Emily,1
3XDSWAMB22QEZQ3GC8YLSE1W46JQCH-2,give,give,VERB,VBD,_,The verb to give means to transfer possession of something concrete or abstract to somebody.,"Emily delivered the daily newspaper to Samantha promptly, so _ gave a nice Christmas bonus.",Samantha,Emily,0
3XDSWAMB246TTF2NW6ALKCP5YK2QC7-1,large,large,ADJ,JJ,_,The meaning of large is above average in size or number or quantity or magnitude or extent.,"My employer offers a bonus of either a phone or a television, but unfortunately the _ is just way too large to be useful.",phone,television,0
3XDSWAMB246TTF2NW6ALKCP5YK2QC7-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,"My employer offers a bonus of either a phone or a television, but unfortunately the _ is just way too small to be useful.",phone,television,1
3XJOUITW8UPVL75RYUTBHO10SSJQT0-1,slow,slow,ADJ,JJR,_,The meaning of slow is not moving quickly; taking a comparatively long time.,Craig had a slower running phone than Logan because _ had more apps running on theirs.,Craig,Logan,0
3XJOUITW8UPVL75RYUTBHO10SSJQT0-2,fast,fast,ADV,RBR,_,The word fast means acting or moving or capable of acting or moving quickly.,Craig had a faster running phone than Logan because _ had more apps running on theirs.,Craig,Logan,1
3XQ4XW3ODBQS8DPYRHAK3ZVJ39CS28-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a small dog bed for their pet.,Rachel,Mary,1
3XQ4XW3ODBQS8DPYRHAK3ZVJ39CS28-2,gigantic,gigantic,ADJ,JJ,_,The meaning of gigantic is so exceedingly large or extensive as to suggest a giant or mammoth.,Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a gigantic dog bed for their pet.,Rachel,Mary,0
3XT3KXP24ZWC2B6WP9G9XCI0H436I2-1,stay,stay,VERB,VBD,_,The verb to stay means to stay put (in a certain place).,Jessica was arrested for growing hemp by the police but not Sarah because _ stayed during the field raid.,Sarah,Jessica,1
3XT3KXP24ZWC2B6WP9G9XCI0H436I2-2,flee,flee,VERB,VBD,_,The verb to flee means to run away quickly.,Jessica was arrested for growing hemp by the police but not Sarah because _ fled during the field raid.,Sarah,Jessica,0
3XU9MCX6VQQG7YPLCSAFDPQNH9I2RN-1,make,make,VERB,VBD,_,The verb to make means to make by shaping or bringing together constituents.,"Aaron didn't know Dennis had a peanut allergy, so when _ made peanut chicken an ambulance was called.",Dennis,Aaron,1
3XU9MCX6VQQG7YPLCSAFDPQNH9I2RN-2,eat,eat,VERB,VBD,_,The verb to eat means to take in solid food.,"Aaron didn't know Dennis had a peanut allergy, so when _ ate peanut chicken an ambulance was called.",Dennis,Aaron,0
3YKP7CX6G2DLJ36V29TKH3EJMANB7S-1,hot,hot,ADJ,JJR,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The barista loved to make all types of coffee including iced and hot. The _ coffee was popular in the hotter weathers.,iced,hot,0
3YKP7CX6G2DLJ36V29TKH3EJMANB7S-2,cooler,cooler,ADJ,JJ,_,The meaning of cooler is neither warm nor very cold; giving relief from heat.,The barista loved to make all types of coffee including iced and hot. The _ coffee was popular in the cooler weathers.,iced,hot,1
3YO4AH2FPDIU5Y800S51XDZV0VXQ0W-1,smooth,smooth,ADJ,JJ,_,The meaning of smooth is having a surface free from roughness or bumps or ridges or irregularities.,"The rubber resisted the rock but snapped on the concrete, as the _ was smooth.",rock,concrete,0
3YO4AH2FPDIU5Y800S51XDZV0VXQ0W-2,abrasive,abrasive,ADJ,JJ,_,The meaning of abrasive is causing abrasion.,"The rubber resisted the rock but snapped on the concrete, as the _ was abrasive.",rock,concrete,1
3YO4AH2FPFY9ZN77KQH1PBN4QRVQ0X-1,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,My gun was inspected with a cloth to make sure it worked fine. The _ was soft.,cloth,gun,0
3YO4AH2FPFY9ZN77KQH1PBN4QRVQ0X-2,hard,hard,ADJ,JJ,_,The meaning of hard is resisting weight or pressure.,My gun was inspected with a cloth to make sure it worked fine. The _ was hard.,cloth,gun,1
3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-1,unhealthy,unhealthy,ADJ,JJ,_,The meaning of unhealthy is not in or exhibiting good health in body or mind.,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very unhealthy diet.",Elena,Betty,1
3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-2,healthy,healthy,ADJ,JJ,_,The meaning of healthy is having or indicating good health in body or mind; free from infirmity or disease.,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.",Elena,Betty,0
3ZQA3IO31BPRRBG2HYHXMDN5QMB1OS-1,already,already,ADV,RB,_,The word already means prior to a specified or implied time.,The installation process was simpler for the cable over the internet because the man had already installed the _ previously.,cable,internet,0
3ZQA3IO31BPRRBG2HYHXMDN5QMB1OS-2,never,never,ADV,RB,_,The word never means not ever; at no time in the past or future.,The installation process was simpler for the cable over the internet because the man had never installed the _ previously.,cable,internet,1
3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-1,cheap,cheap,ADJ,JJ,_,The meaning of cheap is relatively low in price or charging low prices.,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was cheap.",Brandy,Scotch,0
3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-2,expensive,expensive,ADJ,JJ,_,The meaning of expensive is high in price or charging high prices.,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was expensive.",Brandy,Scotch,1
3ZXNP4Z39RJXWCS7TMIEV6AOTQXL7O-1,love,love,VERB,VBZ,_,The verb to love means to have a great affection or liking for.,"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ loves the color of their eyes.",Craig,William,0
3ZXNP4Z39RJXWCS7TMIEV6AOTQXL7O-2,dislike,dislike,VERB,VBZ,_,The verb to dislike means to have or feel a dislike or distaste for.,"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ dislikes the color of their eyes.",Craig,William,1
3ZZAYRN1I857UKRI3FD7KHU86YXOTC-1,heavy,heavy,ADJ,JJ,_,The meaning of heavy is (used of color) having a dark hue.,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too heavy.",black,brown,0
3ZZAYRN1I857UKRI3FD7KHU86YXOTC-2,light,light,ADJ,JJ,_,The meaning of light is (used of color) having a relatively small amount of coloring agent.,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too light.",black,brown,1
3ZZAYRN1I857UKRI3FD7KHU973UOTM-1,useless,useless,ADJ,JJ,_,The meaning of useless is having no beneficial use or incapable of functioning usefully.,The market was going out of business so they sold their products but not the lots as the _ were useless.,products,lots,0
3ZZAYRN1I857UKRI3FD7KHU973UOTM-2,useful,useful,ADJ,JJ,_,The meaning of useful is being of use or service.,The market was going out of business so they sold their products but not the lots as the _ were useful.,products,lots,1
3ZZAYRN1I857UKRI3FD7KHU989DOTI-1,humble,humble,ADJ,JJ,_,The meaning of humble is low or inferior in station or quality.,Derrick greeted Craig at the event but he did not respond to him because _ is humble.,Derrick,Craig,0
3ZZAYRN1I857UKRI3FD7KHU989DOTI-2,arrogant,arrogant,ADJ,JJ,_,The meaning of arrogant is having or showing feelings of unwarranted importance out of overbearing pride.,Derrick greeted Craig at the event but he did not respond to him because _ is arrogant.,Derrick,Craig,1
