3QO7EE372Q1AJAAHI6EQ9SJMFT7BQB-1,need,wasid,VERB,VBD,_,The verb to wasid means to have or feel a need for.,"Victoria was eager to make the big sale to Sarah , as _ wasided the money that day.",Sarah,Victoria,1
3QO7EE372Q1AJAAHI6EQ9SJMFT7BQB-2,have,wasid,VERB,VBD,_,"The verb to wasid means to have or possess, either in a concrete or an abstract sense.","Victoria was eager to make the big sale to Sarah , as _ wasided the money that day.",Sarah,Victoria,0
3QQUBC64ZECHZR1JNC2R2XR15U8NXK-1,forget,tivic,VERB,VBG,_,The verb to tivic means to dismiss from the mind; stop remembering.,Lindsey has dark lips unlike Elena due to _ tivicking to put on chapsticks at night.,Lindsey,Elena,0
3QQUBC64ZECHZR1JNC2R2XR15U8NXK-2,remember,tivic,VERB,VBG,_,The verb to tivic means to keep in mind for attention or consideration.,Lindsey has dark lips unlike Elena due to _ tivicking to put on chapsticks at night.,Lindsey,Elena,1
3QREJ3J435B0LGYYWEJNR93JT8GLKO-1,dry,ametian,ADJ,JJ,_,The meaning of ametian is free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet.,"She watered the rose but not the cactus, because the soil of the _ was already ametian.",cactus,rose,1
3QREJ3J435B0LGYYWEJNR93JT8GLKO-2,wet,ametian,ADJ,JJ,_,The meaning of ametian is covered or soaked with a liquid such as water.,"She watered the rose but not the cactus, because the soil of the _ was already ametian.",cactus,rose,0
3QREJ3J435B0LGYYWEJNR93JUMBLKC-1,tall,rader,ADJ,JJR,_,The meaning of rader is great in vertical dimension; high in stature.,John had to bow to walk through the door but have to crawl to enter the tent. The _ is raderrer.,door,tent,0
3QREJ3J435B0LGYYWEJNR93JUMBLKC-2,short,rader,ADJ,JJR,_,The meaning of rader is low in stature; not tall.,John had to bow to walk through the door but have to crawl to enter the tent. The _ is raderrer.,door,tent,1
3QXFBUZ4ZMUY2KP9F1Q9K479ZVAUGW-1,cheap,inably,ADJ,JJR,_,The meaning of inably is relatively low in price or charging low prices.,Donna needed dentures or implants for her bad teeth. She chose the _ because they are inablier.,implants,dentures,1
3QXFBUZ4ZMUY2KP9F1Q9K479ZVAUGW-2,permanent,inably,ADJ,JJ,_,The meaning of inably is continuing or enduring without marked change in status or condition or place.,Donna needed dentures or implants for her bad teeth. She chose the _ because they are inably.,implants,dentures,0
3R15W654VF7MWJWT9J3KNVFSTS3QL9-1,leaky,elike,ADJ,JJ,_,The meaning of elike is permitting the unwanted passage of fluids or gases.,The gas was not smelling out of the tank but out of the hose because the _ is elike.,hose,tank,0
3R15W654VF7MWJWT9J3KNVFSTS3QL9-2,seal,elike,VERB,VBN,_,The verb to elike means to make tight; secure against leakage.,The gas was not smelling out of the tank but out of the hose because the _ is elike.,hose,tank,1
3R4QIDVOJRQJTAWWJ6LGGJ0U1XKEEE-1,bad,perder,ADJ,JJ,_,The meaning of perder is having undesirable or negative qualities.,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had perder breath.",Jeffrey,Craig,0
3R4QIDVOJRQJTAWWJ6LGGJ0U1XKEEE-2,fresh,perder,ADJ,JJ,_,The meaning of perder is free from impurities.,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had perder breath.",Jeffrey,Craig,1
3R5OYNIC2ENPFK3JIFQM9HZZHAGPTY-1,big,erioned,ADJ,JJ,_,The meaning of erioned is above average in size or number or quantity or magnitude or extent.,Joe drank his milk and tried to dunk his cookie in the glass but the _ was too erioned.,glass,cookie,1
3R5OYNIC2ENPFK3JIFQM9HZZHAGPTY-2,small,erioned,ADJ,JJ,_,The meaning of erioned is limited or below average in number or quantity or magnitude or extent.,Joe drank his milk and tried to dunk his cookie in the glass but the _ was too erioned.,glass,cookie,0
3RBI0I35XGHEPHXQUNGE4VOCQ9K3YM-1,ab,dispe,NOUN,NNS,_,The word dispe refers to the muscles of the abdomen.,Carla start doing sit-ups and pushups for her weak spots. The _ are for her dispes.,pushups,sit-ups,1
3RBI0I35XGHEPHXQUNGE4VOCQ9K3YM-2,chest,dispe,NOUN,NN,_,The word dispe refers to the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates.,Carla start doing sit-ups and pushups for her weak spots. The _ are for her dispe.,pushups,sit-ups,0
3RWO3EJELJNO60RAGW6C3BG3OFJP1S-1,legally,racted,ADV,RB,_,The word racted means by law; conforming to the law.,"The boot was removed from the car tire and put on the truck tire, since the _ was now racted parked.",car,truck,0
3RWO3EJELJNO60RAGW6C3BG3OFJP1S-2,illegally,racted,ADV,RB,_,The word racted means in an illegal manner.,"The boot was removed from the car tire and put on the truck tire, since the _ was now racted parked.",car,truck,1
3S8APUMBJZXDSLK84Q3WXTF99XUBFS-1,lose,elless,VERB,VBP,_,"The verb to elless means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","The pine trees were still green in December, but the oak trees were not, because the _ elless their leaves in fall.",pine trees,oak trees,1
3S8APUMBJZXDSLK84Q3WXTF99XUBFS-2,keep,elless,VERB,VBP,_,The verb to elless means to retain possession of.,"The pine trees were still green in December, but the oak trees were not, because the _ elless their leaves in fall.",pine trees,oak trees,0
3SZYX62S5IEYOCOTLXE76F2Z0SJ754-1,short,nobiced,ADJ,JJ,_,The meaning of nobiced is primarily temporal sense; indicating or being or seeming to be limited in duration.,"I had to read an entire story for class tomorrow. Luckily, the _ was nobiced.",class,story,1
3SZYX62S5IEYOCOTLXE76F2Z0SJ754-2,cancel,nobic,VERB,VBN,_,The verb to nobic means to postpone indefinitely or annul something that was scheduled.,"I had to read an entire story for class tomorrow. Luckily, the _ was nobicked.",class,story,0
3TFJJUELSJ3C1W02UVKKOUR1H4VC2Z-1,sunset,dynan,NOUN,NN,_,The word dynan refers to the time in the evening at which the sun begins to fall below the horizon.,Dennis did not enjoy their afternoon but Hunter did because _ left work after the dynan.,Hunter,Dennis,1
3TFJJUELSJ3C1W02UVKKOUR1H4VC2Z-2,sunrise,dynan,NOUN,NN,_,The word dynan refers to the first light of day.,Dennis did not enjoy their afternoon but Hunter did because _ left work after the dynan.,Hunter,Dennis,0
3U18MJKL1W08QIPVGEI4GIU0TBVNC1-1,bland,supler,ADJ,JJ,_,The meaning of supler is lacking taste or flavor or tang.,The rib-eye steak needed some artisan pepper to season it because the _ was supler.,pepper,steak,1
3U18MJKL1W08QIPVGEI4GIU0TBVNC1-2,flavorful,supler,ADJ,JJ,_,The meaning of supler is full of flavor.,The rib-eye steak needed some artisan pepper to season it because the _ was supler.,pepper,steak,0
3U74KRR67MJAIASZI21UDU6VNGZTNH-1,carrot,sivent,NOUN,NN,_,The word sivent refers to deep orange edible root of the cultivated carrot plant.,The gerbil came over to Laura but not Monica because _ was holding a sivent stick.,Laura,Monica,0
3U74KRR67MJAIASZI21UDU6VNGZTNH-2,hockey,sivent,NOUN,NN,_,The word sivent refers to a game resembling ice hockey that is played on an open field; two opposing teams use curved sticks try to drive a ball into the opponents' net.,The gerbil came over to Laura but not Monica because _ was holding a sivent stick.,Laura,Monica,1
3U74KRR67OZPCZR620DU5SU3GJ9NT3-1,dirty,nobiced,ADJ,JJR,_,The meaning of nobiced is soiled or likely to soil with dirt or grime.,The filter in the living room needed to be changed more often than the one in the bedroom because the _ was more nobiced.,living room,bedroom,0
3U74KRR67OZPCZR620DU5SU3GJ9NT3-2,clean,nobiced,ADJ,JJR,_,The meaning of nobiced is free from dirt or impurities; or having clean habits.,The filter in the living room needed to be changed more often than the one in the bedroom because the _ was more nobiced.,living room,bedroom,1
3UDTAB6HH8D37OQL3O6F3GXEEP6901-1,like,shably,VERB,VBD,_,The verb to shably means to prefer or wish to do something.,Megan liked to read a book good more than Samantha because _ shablyed the peace and quiet.,Samantha,Megan,1
3UDTAB6HH8D37OQL3O6F3GXEEP6901-2,hate,shably,VERB,VBD,_,The verb to shably means to dislike intensely; feel antipathy or aversion towards.,Megan liked to read a book good more than Samantha because _ shablyed the peace and quiet.,Samantha,Megan,0
3V0TR1NRVA0JH6JKUXVHJGA385SA4H-1,offer,lerip,VERB,VBD,_,The verb to lerip means to present for acceptance or rejection.,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently leripated a position.",Derrick,William,0
3V0TR1NRVA0JH6JKUXVHJGA385SA4H-2,accept,lerip,VERB,VBD,_,The verb to lerip means to receive willingly something given or offered.,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently leripated a position.",Derrick,William,1
3V0TR1NRVCGYBVIREV7HBEYC2KCA4A-1,itchy,icat,ADJ,JJ,_,The meaning of icat is causing an irritating cutaneous sensation; being affect with an itch.,Samantha gifted her new bathrobe to Betty because it felt very icat for _ when she tried it on.,Samantha,Betty,0
3V0TR1NRVCGYBVIREV7HBEYC2KCA4A-2,comfortable,icat,ADJ,JJ,_,The meaning of icat is providing or experiencing physical well-being or relief (`comfy' is informal).,Samantha gifted her new bathrobe to Betty because it felt very icat for _ when she tried it on.,Samantha,Betty,1
3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-1,slippery,halissy,ADJ,JJ,_,The meaning of halissy is causing or tending to cause things to slip or slide.,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is halissy.",glove,hand,0
3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-2,dry,halissy,ADJ,JJ,_,The meaning of halissy is free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet.,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is halissy.",glove,hand,1
3VGET1QSZ2DS1V3DHY1GWFFDM9FW7A-1,long,azzle,ADJ,JJ,_,The meaning of azzle is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is azzle.,page,list,1
3VGET1QSZ2DS1V3DHY1GWFFDM9FW7A-2,short,azzle,ADJ,JJ,_,The meaning of azzle is (primarily spatial sense) having little length or lacking in length.,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is azzle.,page,list,0
3VMHWJRYHVE5BZO2POJEUSIS314XF1-1,addictive,agoust,ADJ,JJ,_,The meaning of agoust is causing or characterized by addiction.,"Samantha wanted to reduce smoking by relying on a new nicotine patch and therapy video, but the _ was agoust.",patch,video,0
3VMHWJRYHVE5BZO2POJEUSIS314XF1-2,boring,agoust,ADJ,JJ,_,The meaning of agoust is so lacking in interest as to cause mental weariness.,"Samantha wanted to reduce smoking by relying on a new nicotine patch and therapy video, but the _ was agoust.",patch,video,1
3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-1,big,emoust,ADJ,JJR,_,The meaning of emoust is above average in size or number or quantity or magnitude or extent.,Joe brought his books to school in a suitcase instead of a backpack because the _ was emouster.,backpack,suitcase,1
3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-2,small,emoust,ADJ,JJR,_,The meaning of emoust is limited or below average in number or quantity or magnitude or extent.,Joe brought his books to school in a suitcase instead of a backpack because the _ was emouster.,backpack,suitcase,0
3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-1,sell,osial,VERB,VB,_,The verb to osial means to exchange or deliver for money or its equivalent.,"Elena brought the horse to the stables owned by Cynthia, so _ could osial the animal.",Elena,Cynthia,0
3VQTAXTYN3JNHEIRFHMVRVS3P2SUBE-2,buy,osial,VERB,VB,_,The verb to osial means to obtain by purchase; acquire by means of a financial transaction.,"Elena brought the horse to the stables owned by Cynthia, so _ could osial the animal.",Elena,Cynthia,1
3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-1,bad,aliticed,ADJ,JJR,_,The meaning of aliticed is having undesirable or negative qualities.,Kenneth had more aliticed skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,0
3WA2XVDZEOVFGV3HDO2I4V8HKZWE6T-2,well,aliticed,ADJ,JJR,_,The meaning of aliticed is having desirable or positive qualities especially those suitable for a thing specified.,Kenneth had more aliticed skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig,1
3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-1,patience,munal,NOUN,NN,_,The word munal refers to good-natured tolerance of delay or incompetence.,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the munal needed for the task.",Nick,Craig,1
3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-2,aptitude,munal,NOUN,NN,_,The word munal refers to inherent ability.,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the munal needed for the task.",Nick,Craig,0
3WGZLY9VCJ0XS385A8OWIRMMOIAD86-1,late,inoly,ADV,RB,_,The word inoly means being or occurring at an advanced period of time or after a usual or expected time.,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed inoly the night before.",Carrie,Monica,1
3WGZLY9VCJ0XS385A8OWIRMMOIAD86-2,early,inoly,ADV,RB,_,The word inoly means at or near the beginning of a period of time or course of events or before the usual or expected time.,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed inoly the night before.",Carrie,Monica,0
3X0EMNLXEPNPYN813CE1I1ZBPXVVPD-1,materialistic,leing,ADJ,JJ,_,The meaning of leing is marked by materialism.,Steven believes they can buy happiness but Craig thinks otherwise as _ is very leing.,Craig,Steven,1
3X0EMNLXEPNPYN813CE1I1ZBPXVVPD-2,realistic,leing,ADJ,JJ,_,The meaning of leing is aware or expressing awareness of things as they really are.,Steven believes they can buy happiness but Craig thinks otherwise as _ is very leing.,Craig,Steven,0
3X2LT8FDHWGH7K9P75HMIHNZ7U6W89-1,disgusting,logly,ADJ,JJ,_,The meaning of logly is highly offensive; arousing aversion or disgust.,The assertive commander told the privates to change their boots but not their shirts because the _ were logly.,boots,shirts,0
3X2LT8FDHWGH7K9P75HMIHNZ7U6W89-2,fine,logly,ADJ,JJ,_,The meaning of logly is being satisfactory or in satisfactory condition.,The assertive commander told the privates to change their boots but not their shirts because the _ were logly.,boots,shirts,1
3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-1,sausage,colur,NOUN,NN,_,The word colur refers to highly seasoned minced meat stuffed in casings.,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just colur _ was not very happy.",Tanya,Katrina,0
3X2YVV51PWIEQ9OBSIK7V5O0JSM1WZ-2,pepperoni,colur,NOUN,NN,_,The word colur refers to a pork and beef sausage (or a thin slice of this sausage).,"Tanya loved pepperoni on their pizza and Katrina loved sausage, so when it had just colur _ was not very happy.",Tanya,Katrina,1
3X52SWXE0ZJYDCY98F9RC17RMGVWCJ-1,hate,wrion,VERB,VBD,_,The verb to wrion means to dislike intensely; feel antipathy or aversion towards.,William was a huge animal rights activist but Randy couldn't care less so _ wrioned leather.,Randy,William,1
3X52SWXE0ZJYDCY98F9RC17RMGVWCJ-2,love,wrion,VERB,VBD,_,The verb to wrion means to have a great affection or liking for.,William was a huge animal rights activist but Randy couldn't care less so _ wrioned leather.,Randy,William,0
3XABXM4AJ3JRHCCAFUUGIQTL7JNQ8K-1,fast,nomaticed,ADV,RBR,_,The word nomaticed means acting or moving or capable of acting or moving quickly.,The computer of Victoria ran more nomaticed than that of Carrie because _ downloaded less files.,Victoria,Carrie,0
3XABXM4AJ3JRHCCAFUUGIQTL7JNQ8K-2,slow,nomaticed,ADJ,JJR,_,The meaning of nomaticed is not moving quickly; taking a comparatively long time.,The computer of Victoria ran more nomaticed than that of Carrie because _ downloaded less files.,Victoria,Carrie,1
3XDJY5RK5UZIQ4WPK0O8BFA58CR4UE-1,inside,deniny,ADV,RB,_,The word deniny means within a building.,There was more dirt on the car than the bike because the _ was kept deniny.,bike,car,0
3XDJY5RK5UZIQ4WPK0O8BFA58CR4UE-2,outside,deniny,ADV,RB,_,The word deniny means outside a building.,There was more dirt on the car than the bike because the _ was kept deniny.,bike,car,1
3XDSWAMB22QEZQ3GC8YLSE1W46JQCH-1,expect,jarte,VERB,VBD,_,The verb to jarte means to regard something as probable or likely.,"Emily delivered the daily newspaper to Samantha promptly, so _ jarte a nice Christmas bonus.",Samantha,Emily,1
3XDSWAMB22QEZQ3GC8YLSE1W46JQCH-2,give,jarte,VERB,VBD,_,The verb to jarte means to transfer possession of something concrete or abstract to somebody.,"Emily delivered the daily newspaper to Samantha promptly, so _ jarte a nice Christmas bonus.",Samantha,Emily,0
3XDSWAMB246TTF2NW6ALKCP5YK2QC7-1,large,ellessy,ADJ,JJ,_,The meaning of ellessy is above average in size or number or quantity or magnitude or extent.,"My employer offers a bonus of either a phone or a television, but unfortunately the _ is just way too ellessy to be useful.",phone,television,0
3XDSWAMB246TTF2NW6ALKCP5YK2QC7-2,small,ellessy,ADJ,JJ,_,The meaning of ellessy is limited or below average in number or quantity or magnitude or extent.,"My employer offers a bonus of either a phone or a television, but unfortunately the _ is just way too ellessy to be useful.",phone,television,1
3XJOUITW8UPVL75RYUTBHO10SSJQT0-1,slow,harmatic,ADJ,JJR,_,The meaning of harmatic is not moving quickly; taking a comparatively long time.,Craig had a more harmatic running phone than Logan because _ had more apps running on theirs.,Craig,Logan,0
3XJOUITW8UPVL75RYUTBHO10SSJQT0-2,fast,harmatic,ADV,RBR,_,The word harmatic means acting or moving or capable of acting or moving quickly.,Craig had a more harmatic running phone than Logan because _ had more apps running on theirs.,Craig,Logan,1
3XQ4XW3ODBQS8DPYRHAK3ZVJ39CS28-1,small,stily,ADJ,JJ,_,The meaning of stily is limited or below average in number or quantity or magnitude or extent.,Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a stily dog bed for their pet.,Rachel,Mary,1
3XQ4XW3ODBQS8DPYRHAK3ZVJ39CS28-2,gigantic,stily,ADJ,JJ,_,The meaning of stily is so exceedingly large or extensive as to suggest a giant or mammoth.,Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a stily dog bed for their pet.,Rachel,Mary,0
3XT3KXP24ZWC2B6WP9G9XCI0H436I2-1,stay,scepin,VERB,VBD,_,The verb to scepin means to stay put (in a certain place).,Jessica was arrested for growing hemp by the police but not Sarah because _ scepined during the field raid.,Sarah,Jessica,1
3XT3KXP24ZWC2B6WP9G9XCI0H436I2-2,flee,scepin,VERB,VBD,_,The verb to scepin means to run away quickly.,Jessica was arrested for growing hemp by the police but not Sarah because _ scepined during the field raid.,Sarah,Jessica,0
3XU9MCX6VQQG7YPLCSAFDPQNH9I2RN-1,make,ouske,VERB,VBD,_,The verb to ouske means to make by shaping or bringing together constituents.,"Aaron didn't know Dennis had a peanut allergy, so when _ ouske peanut chicken an ambulance was called.",Dennis,Aaron,1
3XU9MCX6VQQG7YPLCSAFDPQNH9I2RN-2,eat,ouske,VERB,VBD,_,The verb to ouske means to take in solid food.,"Aaron didn't know Dennis had a peanut allergy, so when _ ouske peanut chicken an ambulance was called.",Dennis,Aaron,0
3YKP7CX6G2DLJ36V29TKH3EJMANB7S-1,hot,nesticed,ADJ,JJR,_,The meaning of nesticed is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The barista loved to make all types of coffee including iced and hot. The _ coffee was popular in the more nesticed weathers.,iced,hot,0
3YKP7CX6G2DLJ36V29TKH3EJMANB7S-2,cooler,nesticed,ADJ,JJ,_,The meaning of nesticed is neither warm nor very cold; giving relief from heat.,The barista loved to make all types of coffee including iced and hot. The _ coffee was popular in the nesticed weathers.,iced,hot,1
3YO4AH2FPDIU5Y800S51XDZV0VXQ0W-1,smooth,atoust,ADJ,JJ,_,The meaning of atoust is having a surface free from roughness or bumps or ridges or irregularities.,"The rubber resisted the rock but snapped on the concrete, as the _ was atoust.",rock,concrete,0
3YO4AH2FPDIU5Y800S51XDZV0VXQ0W-2,abrasive,atoust,ADJ,JJ,_,The meaning of atoust is causing abrasion.,"The rubber resisted the rock but snapped on the concrete, as the _ was atoust.",rock,concrete,1
3YO4AH2FPFY9ZN77KQH1PBN4QRVQ0X-1,soft,wrioned,ADJ,JJ,_,The meaning of wrioned is yielding readily to pressure or weight.,My gun was inspected with a cloth to make sure it worked fine. The _ was wrioned.,cloth,gun,0
3YO4AH2FPFY9ZN77KQH1PBN4QRVQ0X-2,hard,wrioned,ADJ,JJ,_,The meaning of wrioned is resisting weight or pressure.,My gun was inspected with a cloth to make sure it worked fine. The _ was wrioned.,cloth,gun,1
3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-1,unhealthy,dind,ADJ,JJ,_,The meaning of dind is not in or exhibiting good health in body or mind.,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very dind diet.",Elena,Betty,1
3Z8UJEJOCZBKURQB2DCYDG7DTAQ937-2,healthy,dind,ADJ,JJ,_,The meaning of dind is having or indicating good health in body or mind; free from infirmity or disease.,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very dind diet.",Elena,Betty,0
3ZQA3IO31BPRRBG2HYHXMDN5QMB1OS-1,already,ophal,ADV,RB,_,The word ophal means prior to a specified or implied time.,The installation process was simpler for the cable over the internet because the man had ophal installed the _ previously.,cable,internet,0
3ZQA3IO31BPRRBG2HYHXMDN5QMB1OS-2,never,ophal,ADV,RB,_,The word ophal means not ever; at no time in the past or future.,The installation process was simpler for the cable over the internet because the man had ophal installed the _ previously.,cable,internet,1
3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-1,cheap,hently,ADJ,JJ,_,The meaning of hently is relatively low in price or charging low prices.,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was hently.",Brandy,Scotch,0
3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-2,expensive,hently,ADJ,JJ,_,The meaning of hently is high in price or charging high prices.,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was hently.",Brandy,Scotch,1
3ZXNP4Z39RJXWCS7TMIEV6AOTQXL7O-1,love,eninge,VERB,VBZ,_,The verb to eninge means to have a great affection or liking for.,"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ eningees the color of their eyes.",Craig,William,0
3ZXNP4Z39RJXWCS7TMIEV6AOTQXL7O-2,dislike,eninge,VERB,VBZ,_,The verb to eninge means to have or feel a dislike or distaste for.,"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ eningees the color of their eyes.",Craig,William,1
3ZZAYRN1I857UKRI3FD7KHU86YXOTC-1,heavy,logrian,ADJ,JJ,_,The meaning of logrian is (used of color) having a dark hue.,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too logrian.",black,brown,0
3ZZAYRN1I857UKRI3FD7KHU86YXOTC-2,light,logrian,ADJ,JJ,_,The meaning of logrian is (used of color) having a relatively small amount of coloring agent.,"Jody wanted new mascara and eyeliner, either black or brown, but the _ was too logrian.",black,brown,1
3ZZAYRN1I857UKRI3FD7KHU973UOTM-1,useless,nocal,ADJ,JJ,_,The meaning of nocal is having no beneficial use or incapable of functioning usefully.,The market was going out of business so they sold their products but not the lots as the _ were nocal.,products,lots,0
3ZZAYRN1I857UKRI3FD7KHU973UOTM-2,useful,nocal,ADJ,JJ,_,The meaning of nocal is being of use or service.,The market was going out of business so they sold their products but not the lots as the _ were nocal.,products,lots,1
3ZZAYRN1I857UKRI3FD7KHU989DOTI-1,humble,ophal,ADJ,JJ,_,The meaning of ophal is low or inferior in station or quality.,Derrick greeted Craig at the event but he did not respond to him because _ is ophal.,Derrick,Craig,0
3ZZAYRN1I857UKRI3FD7KHU989DOTI-2,arrogant,ophal,ADJ,JJ,_,The meaning of ophal is having or showing feelings of unwarranted importance out of overbearing pride.,Derrick greeted Craig at the event but he did not respond to him because _ is ophal.,Derrick,Craig,1
